,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
1206,2018-06-13,48.105,48.22,47.61,47.675,45.62484,86553572,21638393,-0.43,-0.89388,47.89,"June 13, 18",-0.0089388
1205,2018-06-14,47.8875,47.8925,47.555,47.7,45.648769,86440296,21610074,-0.1875,-0.39154,47.73,"June 14, 18",-0.0039154
1204,2018-06-15,47.5075,47.54,47.065,47.21,45.179836,246876640,61719160,-0.2975,-0.62622,47.27,"June 15, 18",-0.0062622
1203,2018-06-18,46.97,47.305,46.8,47.185,45.15591,73939460,18484865,0.215,0.45774,47.16,"June 18, 18",0.0045774
1202,2018-06-19,46.285,46.5825,45.8625,46.4225,44.426208,134313820,33578455,0.1375,0.29707,46.32,"June 19, 18",0.0029707
1201,2018-06-20,46.5875,46.8,46.4325,46.625,44.619991,82514804,20628701,0.0375,0.08049369,46.63,"June 20, 18",0.0008049369
1200,2018-06-21,46.8125,47.0875,46.235,46.365,44.371181,102847592,25711898,-0.4475,-0.95594,46.51,"June 21, 18",-0.0095594
1199,2018-06-22,46.53,46.5375,46.175,46.23,44.241985,108801788,27200447,-0.3,-0.64475,46.31,"June 22, 18",-0.0064475
1198,2018-06-25,45.85,46.23,45.1825,45.5425,43.584045,126652384,31663096,-0.3075,-0.67067,45.59,"June 25, 18",-0.0067067
1197,2018-06-26,45.7475,46.6325,45.635,46.1075,44.124752,98276804,24569201,0.36,0.78693,46.19,"June 26, 18",0.0078693
1196,2018-06-27,46.307,46.82,46.0075,46.04,44.060146,101141312,25285328,-0.267,-0.57659,46.37,"June 27, 18",-0.0057659
1195,2018-06-28,46.025,46.5525,45.95,46.375,44.380753,69460940,17365235,0.35,0.76046,46.29,"June 28, 18",0.0076046
1194,2018-06-29,46.5725,46.7975,45.7275,46.2775,44.287437,90950664,22737666,-0.295,-0.63342,46.47,"June 29, 18",-0.0063342
1193,2018-07-02,45.955,46.825,45.855,46.795,44.782688,70925372,17731343,0.84,1.83,46.56,"July 02, 18",0.0183
1192,2018-07-03,46.9475,46.9875,45.885,45.98,44.002731,55819224,13954806,-0.9675,-2.06,46.46,"July 03, 18",-0.0206
1191,2018-07-05,46.315,46.6025,46.07,46.35,44.356819,66416992,16604248,0.035,0.07556947,46.37,"July 05, 18",0.0007556947
1190,2018-07-06,46.355,47.1085,46.3,46.9925,44.971695,69940980,17485245,0.6375,1.38,46.84,"July 06, 18",0.0138
1189,2018-07-09,47.375,47.67,47.325,47.645,45.596134,79026536,19756634,0.27,0.56992,47.56,"July 09, 18",0.0056992
1188,2018-07-10,47.6775,47.82,47.545,47.5875,45.541103,63756596,15939149,-0.09,-0.18877,47.66,"July 10, 18",-0.0018877
1187,2018-07-11,47.125,47.445,46.9025,46.97,44.95015,75325880,18831470,-0.155,-0.32891,47.09,"July 11, 18",-0.0032891
1186,2018-07-12,47.3825,47.8525,47.3275,47.7575,45.703789,72164524,18041131,0.375,0.79143,47.67,"July 12, 18",0.0079143
1185,2018-07-13,47.77,47.96,47.725,47.8325,45.775562,50079168,12519792,0.0625,0.13084,47.86,"July 13, 18",0.0013084
1184,2018-07-16,47.88,48.1625,47.6038,47.7275,45.675083,60172440,15043110,-0.1525,-0.3185,47.81,"July 16, 18",-0.003185
1183,2018-07-17,47.4375,47.9675,47.3,47.8625,45.804276,62138092,15534523,0.425,0.89592,47.73,"July 17, 18",0.0089592
1182,2018-07-18,47.945,47.95,47.4825,47.6,45.553062,65573524,16393381,-0.345,-0.71957,47.6,"July 18, 18",-0.0071957
1181,2018-07-19,47.4225,48.1375,47.4225,47.97,45.90715,81147008,20286752,0.5475,1.15,47.95,"July 19, 18",0.0115
1180,2018-07-20,47.945,48.1075,47.5425,47.86,45.801888,82083368,20520842,-0.085,-0.17729,47.89,"July 20, 18",-0.0017729
1179,2018-07-23,47.67,47.99,47.39,47.9025,45.84256,63957460,15989365,0.2325,0.48773,47.73,"July 23, 18",0.0048773
1178,2018-07-24,48.1125,48.415,48.0125,48.25,46.175114,74791592,18697898,0.1375,0.28579,48.21,"July 24, 18",0.0028579
1177,2018-07-25,48.2651,48.7125,48.1075,48.705,46.610558,67305932,16826483,0.4399,0.91142,48.44,"July 25, 18",0.0091142
1176,2018-07-26,48.6525,48.99,48.4025,48.5525,46.464607,76303856,19075964,-0.1,-0.20554,48.68,"July 26, 18",-0.0020554
1175,2018-07-27,48.7475,48.7975,47.525,47.745,45.691826,96095888,24023972,-1.0025,-2.06,48.05,"July 27, 18",-0.0206
1174,2018-07-30,47.975,48.05,47.2675,47.4775,45.435837,84064140,21016035,-0.4975,-1.04,47.5,"July 30, 18",-0.0104
1173,2018-07-31,47.575,48.035,47.335,47.5725,45.526745,157492152,39373038,-0.0025,-0.00525486,47.93,"July 31, 18",-5.25486e-05
1172,2018-08-01,49.7825,50.44,49.3275,50.375,48.208729,271742564,67935641,0.5925,1.19,49.98,"August 01, 18",0.0119
1171,2018-08-02,50.145,52.095,50.0875,51.8475,49.61792,249616048,62404012,1.7025,3.4,51.46,"August 02, 18",0.034
1170,2018-08-03,51.7575,52.185,51.3701,51.9975,49.761459,133789584,33447396,0.24,0.4637,51.83,"August 03, 18",0.004637
1169,2018-08-06,52.0,52.3125,51.7675,52.2675,50.019859,101701548,25425387,0.2675,0.51442,52.12,"August 06, 18",0.0051442
1168,2018-08-07,52.33,52.375,51.69,51.7775,49.550919,102349548,25587387,-0.5525,-1.06,51.9,"August 07, 18",-0.0106
1167,2018-08-08,51.5125,51.9525,51.13,51.8125,49.584419,90101948,22525487,0.3,0.58238,51.7,"August 08, 18",0.0058238
1166,2018-08-09,51.82,52.445,51.8,52.22,49.974396,93880444,23470111,0.4,0.7719,52.27,"August 09, 18",0.007719
1165,2018-08-10,51.84,52.275,51.6675,51.8825,49.825535,98444808,24611202,0.0425,0.08198302,51.97,"August 10, 18",0.0008198302
1164,2018-08-13,51.925,52.738,51.925,52.2175,50.147259,103562720,25890680,0.2925,0.56331,52.39,"August 13, 18",0.0056331
1163,2018-08-14,52.5388,52.64,52.065,52.4375,50.358536,82992040,20748010,-0.1013,-0.19281,52.37,"August 14, 18",-0.0019281
1162,2018-08-15,52.305,52.685,52.0825,52.56,50.476177,115230256,28807564,0.255,0.48753,52.35,"August 15, 18",0.0048753
1161,2018-08-16,52.9375,53.453,52.8675,53.33,51.215652,114001468,28500367,0.3925,0.74144,53.26,"August 16, 18",0.0074144
1160,2018-08-17,53.36,54.4875,53.29,54.395,52.238438,141707988,35426997,1.035,1.94,54.01,"August 17, 18",0.0194
1159,2018-08-20,54.525,54.795,53.7775,53.865,51.729439,121150780,30287695,-0.66,-1.21,54.12,"August 20, 18",-0.0121
1158,2018-08-21,54.2,54.2975,53.5063,53.76,51.628597,104639020,26159755,-0.44,-0.81181,53.91,"August 21, 18",-0.0081181
1157,2018-08-22,53.525,54.09,53.46,53.7625,51.631001,76072524,19018131,0.2375,0.44372,53.8,"August 22, 18",0.0044372
1156,2018-08-23,53.6625,54.2625,53.65,53.8725,51.736645,75452896,18863224,0.21,0.39133,53.99,"August 23, 18",0.0039133
1155,2018-08-24,54.15,54.225,53.7775,54.04,51.897503,73905424,18476356,-0.11,-0.20314,54.02,"August 24, 18",-0.0020314
1154,2018-08-27,54.2875,54.685,54.0825,54.485,52.324856,82007668,20501917,0.1975,0.3638,54.45,"August 27, 18",0.003638
1153,2018-08-28,54.7525,55.135,54.73,54.925,52.747414,91107064,22776766,0.1725,0.31505,54.92,"August 28, 18",0.0031505
1152,2018-08-29,55.0375,55.8725,54.8525,55.745,53.534901,108947816,27236954,0.7075,1.29,55.46,"August 29, 18",0.0129
1151,2018-08-30,55.8125,57.065,55.6,56.2575,54.027077,195175296,48793824,0.445,0.79731,56.31,"August 30, 18",0.0079731
1150,2018-08-31,56.6275,57.2175,56.5525,56.9075,54.651321,173360536,43340134,0.28,0.49446,56.92,"August 31, 18",0.0049446
1149,2018-09-04,57.1025,57.295,56.6575,57.09,54.826584,109560528,27390132,-0.0125,-0.02189046,57.03,"September 04, 18",-0.0002189046
1148,2018-09-05,57.2475,57.4175,56.275,56.7175,54.468849,133195840,33298960,-0.53,-0.9258,56.8,"September 05, 18",-0.009258
1147,2018-09-06,56.5575,56.8375,55.325,55.775,53.563717,137159904,34289976,-0.7825,-1.38,55.89,"September 06, 18",-0.0138
1146,2018-09-07,55.4625,56.3425,55.1775,55.325,53.131561,150479240,37619810,-0.1375,-0.24792,55.79,"September 07, 18",-0.0024792
1145,2018-09-10,55.2375,55.4625,54.1175,54.5825,52.418495,158040612,39510153,-0.655,-1.19,54.57,"September 10, 18",-0.0119
1144,2018-09-11,54.5025,56.0748,54.14,55.9625,53.743778,142996196,35749049,1.46,2.68,55.49,"September 11, 18",0.0268
1143,2018-09-12,56.235,56.25,54.96,55.2675,53.076344,197114960,49278740,-0.9675,-1.72,55.44,"September 12, 18",-0.0172
1142,2018-09-13,55.88,57.0875,55.6425,56.6025,54.358406,166525508,41631377,0.7225,1.29,56.48,"September 13, 18",0.0129
1141,2018-09-14,56.4375,56.71,55.6305,55.96,53.741383,127997156,31999289,-0.4775,-0.84607,56.09,"September 14, 18",-0.0084607
1140,2018-09-17,55.5375,55.7375,54.3175,54.47,52.310455,148780532,37195133,-1.0675,-1.92,54.91,"September 17, 18",-0.0192
1139,2018-09-18,54.4475,55.4625,54.28,54.56,52.396885,126286848,31571712,0.1125,0.20662,54.87,"September 18, 18",0.0020662
1138,2018-09-19,54.625,54.905,53.825,54.5925,52.428101,108424932,27106233,-0.0325,-0.05949657,54.36,"September 19, 18",-0.0005949657
1137,2018-09-20,55.06,55.57,54.7875,55.0075,52.826653,106435176,26608794,-0.0525,-0.09535053,55.19,"September 20, 18",-0.0009535053
1136,2018-09-21,55.195,55.34,54.3225,54.415,52.257637,384986992,96246748,-0.78,-1.41,54.59,"September 21, 18",-0.0141
1135,2018-09-24,54.205,55.315,54.1575,55.1975,53.009109,110773432,27693358,0.9925,1.83,54.87,"September 24, 18",0.0183
1134,2018-09-25,54.9375,55.705,54.925,55.5475,53.345238,98217516,24554379,0.61,1.11,55.42,"September 25, 18",0.0111
1133,2018-09-26,55.25,55.9375,54.94,55.105,52.920277,95938824,23984706,-0.145,-0.26244,55.47,"September 26, 18",-0.0026244
1132,2018-09-27,55.955,56.61,55.885,56.2375,54.007874,120724908,30181227,0.2825,0.50487,56.29,"September 27, 18",0.0050487
1131,2018-09-28,56.1975,56.46,56.005,56.435,54.197536,91717456,22929364,0.2375,0.42262,56.3,"September 28, 18",0.0042262
1130,2018-10-01,56.9875,57.355,56.5875,56.815,54.562489,94403208,23600802,-0.1725,-0.3027,57.0,"October 01, 18",-0.003027
1129,2018-10-02,56.8125,57.5,56.6575,57.32,55.047462,99152680,24788170,0.5075,0.89329,57.26,"October 02, 18",0.0089329
1128,2018-10-03,57.5125,58.3675,57.445,58.0175,55.717312,114594196,28648549,0.505,0.87807,58.06,"October 03, 18",0.0087807
1127,2018-10-04,57.695,58.0875,56.6825,56.9975,54.737751,128168000,32042000,-0.6975,-1.21,57.21,"October 04, 18",-0.0121
1126,2018-10-05,56.99,57.1025,55.145,56.0725,53.849419,134321852,33580463,-0.9175,-1.61,56.11,"October 05, 18",-0.0161
1125,2018-10-08,55.5525,56.2,55.05,55.9425,53.724571,116615692,29153923,0.39,0.70204,55.71,"October 08, 18",0.0070204
1124,2018-10-09,55.91,56.8175,55.5616,56.7175,54.468849,107564116,26891029,0.8075,1.44,56.41,"October 09, 18",0.0144
1123,2018-10-10,56.365,56.5875,54.0125,54.09,51.945511,167962216,41990554,-2.275,-4.04,55.24,"October 10, 18",-0.0404
1122,2018-10-11,53.63,54.875,53.08,53.6125,51.48695,212497568,53124392,-0.0175,-0.03263099,53.95,"October 11, 18",-0.0003263099
1121,2018-10-12,55.105,55.72,54.21,55.5275,53.326023,161351404,40337851,0.4225,0.76672,55.13,"October 12, 18",0.0076672
1120,2018-10-15,55.29,55.4575,54.3175,54.34,52.185608,123164028,30791007,-0.95,-1.72,54.67,"October 15, 18",-0.0172
1119,2018-10-16,54.7325,55.7475,54.1907,55.5375,53.335625,116735852,29183963,0.805,1.47,55.02,"October 16, 18",0.0147
1118,2018-10-17,55.575,55.66,54.835,55.2975,53.105152,91541588,22885397,-0.2775,-0.49933,55.26,"October 17, 18",-0.0049933
1117,2018-10-18,54.465,54.935,53.25,54.005,51.863884,130325260,32581315,-0.46,-0.84458,54.26,"October 18, 18",-0.0084458
1116,2018-10-19,54.515,55.315,54.3575,54.8275,52.653778,132308304,33077076,0.3125,0.57324,54.85,"October 19, 18",0.0057324
1115,2018-10-22,54.9475,55.84,54.735,55.1625,52.975498,115084328,28771082,0.215,0.39128,55.32,"October 22, 18",0.0039128
1114,2018-10-23,53.9575,55.8125,53.675,55.6825,53.474884,155071384,38767846,1.725,3.2,54.71,"October 23, 18",0.032
1113,2018-10-24,55.65,56.0575,53.635,53.7725,51.64061,163700652,40925163,-1.8775,-3.37,54.83,"October 24, 18",-0.0337
1112,2018-10-25,54.4275,55.345,54.1875,54.95,52.771427,119423072,29855768,0.5225,0.95999,54.85,"October 25, 18",0.0095999
1111,2018-10-26,53.975,55.0475,53.1675,54.075,51.931118,189033500,47258375,0.1,0.18527,54.06,"October 26, 18",0.0018527
1110,2018-10-29,54.7975,54.9225,51.5225,53.06,50.956352,183742080,45935520,-1.7375,-3.17,53.65,"October 29, 18",-0.0317
1109,2018-10-30,52.7875,53.795,52.3175,53.325,51.21085,146639960,36659990,0.5375,1.02,53.2,"October 30, 18",0.0102
1108,2018-10-31,54.22,55.1125,54.155,54.715,52.545746,153435732,38358933,0.495,0.91295,54.72,"October 31, 18",0.0091295
1107,2018-11-01,54.7625,55.59,54.2025,55.555,53.352451,233292720,58323180,0.7925,1.45,54.39,"November 01, 18",0.0145
1106,2018-11-02,52.3875,53.4125,51.3575,51.87,49.813534,365314616,91328654,-0.5175,-0.98783,52.02,"November 02, 18",-0.0098783
1105,2018-11-05,51.075,51.0975,49.5425,50.3975,48.399414,264654676,66163669,-0.6775,-1.33,50.23,"November 05, 18",-0.0133
1104,2018-11-06,50.48,51.18,50.4225,50.9425,48.922798,127531524,31882881,0.4625,0.9162,50.81,"November 06, 18",0.009162
1103,2018-11-07,51.4925,52.515,51.0325,52.4875,50.406551,133697736,33424434,0.995,1.93,51.82,"November 07, 18",0.0193
1102,2018-11-08,52.495,52.53,51.6875,52.1225,50.230679,101450544,25362636,-0.3725,-0.70959,52.03,"November 08, 18",-0.0070959
1101,2018-11-09,51.3875,51.5025,50.5625,51.1175,49.26215,137463000,34365750,-0.27,-0.52542,51.03,"November 09, 18",-0.0052542
1100,2018-11-12,49.75,49.9625,48.4475,48.5425,46.780617,204542072,51135518,-1.2075,-2.43,48.91,"November 12, 18",-0.0243
1099,2018-11-13,47.9075,49.295,47.8625,48.0575,46.313213,187531744,46882936,0.15,0.3131,48.44,"November 13, 18",0.003131
1098,2018-11-14,48.475,48.62,46.4825,46.7,45.00499,243203828,60800957,-1.775,-3.66,47.17,"November 14, 18",-0.0366
1097,2018-11-15,47.0975,47.9925,46.725,47.8525,46.115662,185915204,46478801,0.755,1.6,47.47,"November 15, 18",0.016
1096,2018-11-16,47.625,48.7424,47.365,48.3825,46.626427,147713012,36928253,0.7575,1.59,48.29,"November 16, 18",0.0159
1095,2018-11-19,47.5,47.675,46.2475,46.465,44.778522,167678432,41919608,-1.035,-2.18,46.74,"November 19, 18",-0.0218
1094,2018-11-20,44.5925,45.3675,43.8775,44.245,42.639095,271287388,67821847,-0.3475,-0.77928,44.62,"November 20, 18",-0.0077928
1093,2018-11-21,44.9325,45.0675,44.1375,44.195,42.590916,124496840,31124210,-0.7375,-1.64,44.49,"November 21, 18",-0.0164
1092,2018-11-23,43.735,44.1488,43.025,43.0725,41.509151,94495888,23623972,-0.6625,-1.51,43.48,"November 23, 18",-0.0151
1091,2018-11-26,43.56,43.7375,42.565,43.655,42.070511,179994080,44998520,0.095,0.21809,43.27,"November 26, 18",0.0021809
1090,2018-11-27,42.8775,43.6925,42.72,43.56,41.978958,165549508,41387377,0.6825,1.59,43.34,"November 27, 18",0.0159
1089,2018-11-28,44.1825,45.3225,43.7325,45.235,43.593163,184250156,46062539,1.0525,2.38,44.56,"November 28, 18",0.0238
1088,2018-11-29,45.665,45.7,44.425,44.8875,43.258278,167079968,41769992,-0.7775,-1.7,44.84,"November 29, 18",-0.017
1087,2018-11-30,45.0725,45.0825,44.2575,44.645,43.024578,158094196,39523549,-0.4275,-0.94847,44.58,"November 30, 18",-0.0094847
1086,2018-12-03,46.115,46.235,45.3025,46.205,44.527954,163192008,40798002,0.09,0.19516,45.75,"December 03, 18",0.0019516
1085,2018-12-04,45.2375,45.5975,44.0675,44.1725,42.569233,165377128,41344282,-1.065,-2.35,44.68,"December 04, 18",-0.0235
1084,2018-12-06,42.94,43.695,42.605,43.68,42.094604,172352840,43088210,0.74,1.72,43.13,"December 06, 18",0.0172
1083,2018-12-07,43.3725,43.6225,42.075,42.1225,40.593639,169126524,42281631,-1.25,-2.88,42.6,"December 07, 18",-0.0288
1082,2018-12-10,41.25,42.5225,40.8325,42.4,40.861061,248103976,62025994,1.15,2.79,41.74,"December 10, 18",0.0279
1081,2018-12-11,42.915,42.9475,41.75,42.1575,40.627365,189126660,47281665,-0.7575,-1.77,42.24,"December 11, 18",-0.0177
1080,2018-12-12,42.6,42.98,42.255,42.275,40.740593,142510636,35627659,-0.325,-0.76291,42.57,"December 12, 18",-0.0076291
1079,2018-12-13,42.6225,43.1425,42.3875,42.7375,41.186314,127591308,31897827,0.115,0.26981,42.74,"December 13, 18",0.0026981
1078,2018-12-14,42.25,42.27,41.32,41.37,39.86845,162677640,40669410,-0.88,-2.08,41.66,"December 14, 18",-0.0208
1077,2018-12-17,41.3625,42.0875,40.6825,40.985,39.497429,176888088,44222022,-0.3775,-0.91266,41.36,"December 17, 18",-0.0091266
1076,2018-12-18,41.345,41.8825,41.0975,41.5175,40.010593,135366072,33841518,0.1725,0.41722,41.48,"December 18, 18",0.0041722
1075,2018-12-19,41.5,41.8625,39.7725,40.2225,38.7626,196189188,49047297,-1.2775,-3.08,40.81,"December 19, 18",-0.0308
1074,2018-12-20,40.1,40.5275,38.825,39.2075,37.784435,259091840,64772960,-0.8925,-2.23,39.6,"December 20, 18",-0.0223
1073,2018-12-21,39.215,39.54,37.4075,37.6825,36.314793,382977536,95744384,-1.5325,-3.91,38.25,"December 21, 18",-0.0391
1072,2018-12-24,37.0375,37.8875,36.6475,36.7075,35.375168,148616928,37154232,-0.33,-0.89099,37.19,"December 24, 18",-0.0089099
1071,2018-12-26,37.075,39.3075,36.68,39.2925,37.866348,234330176,58582544,2.2175,5.98,37.92,"December 26, 18",0.0598
1070,2018-12-27,38.96,39.1925,37.5175,39.0375,37.620605,212468260,53117065,0.0775,0.19892,38.34,"December 27, 18",0.0019892
1069,2018-12-28,39.375,39.63,38.6375,39.0575,37.639877,169165696,42291424,-0.3175,-0.80635,39.1,"December 28, 18",-0.0080635
1068,2018-12-31,39.6325,39.84,39.12,39.435,38.003681,140013864,35003466,-0.1975,-0.49833,39.42,"December 31, 18",-0.0049833
1067,2019-01-02,38.7225,39.7125,38.5575,39.48,38.047043,148158948,37039737,0.7575,1.96,38.89,"January 02, 19",0.0196
1066,2019-01-03,35.995,36.43,35.5,35.5475,34.257278,365248780,91312195,-0.4475,-1.24,35.9,"January 03, 19",-0.0124
1065,2019-01-04,36.1325,37.1375,35.95,37.065,35.719696,234284280,58571070,0.9325,2.58,36.7,"January 04, 19",0.0258
1064,2019-01-07,37.175,37.2075,36.475,36.9825,35.64019,219111056,54777764,-0.1925,-0.51782,36.84,"January 07, 19",-0.0051782
1063,2019-01-08,37.39,37.955,37.13,37.6875,36.319607,164101256,41025314,0.2975,0.79567,37.54,"January 08, 19",0.0079567
1062,2019-01-09,37.8225,38.6325,37.4075,38.3275,36.936375,180396324,45099081,0.505,1.34,38.23,"January 09, 19",0.0134
1061,2019-01-10,38.125,38.4925,37.715,38.45,37.054432,143122680,35780670,0.325,0.85246,38.19,"January 10, 19",0.0085246
1060,2019-01-11,38.22,38.425,37.8775,38.0725,36.690632,108082828,27020707,-0.1475,-0.38592,38.1,"January 11, 19",-0.0038592
1059,2019-01-14,37.7125,37.8175,37.305,37.5,36.138908,129756744,32439186,-0.2125,-0.56347,37.5,"January 14, 19",-0.0056347
1058,2019-01-15,37.5675,38.3475,37.5125,38.2675,36.878563,114841296,28710324,0.7,1.86,38.09,"January 15, 19",0.0186
1057,2019-01-16,38.27,38.97,38.25,38.735,37.329086,122278824,30569706,0.465,1.22,38.74,"January 16, 19",0.0122
1056,2019-01-17,38.55,39.415,38.315,38.965,37.550739,119284640,29821160,0.415,1.08,38.75,"January 17, 19",0.0108
1055,2019-01-18,39.375,39.47,38.9952,39.205,37.782028,135004092,33751023,-0.17,-0.43175,39.23,"January 18, 19",-0.0043175
1054,2019-01-22,39.1025,39.1825,38.155,38.325,36.933971,121575880,30393970,-0.7775,-1.99,38.56,"January 22, 19",-0.0199
1053,2019-01-23,38.5375,38.785,37.925,38.48,37.083347,92522280,23130570,-0.0575,-0.14921,38.36,"January 23, 19",-0.0014921
1052,2019-01-24,38.5275,38.62,37.935,38.175,36.78941,101766196,25441549,-0.3525,-0.91493,38.17,"January 24, 19",-0.0091493
1051,2019-01-25,38.87,39.5325,38.58,39.44,38.008499,133635572,33408893,0.57,1.47,39.21,"January 25, 19",0.0147
1050,2019-01-28,38.9475,39.0825,38.415,39.075,37.656754,104768232,26192058,0.1275,0.32736,38.84,"January 28, 19",0.0032736
1049,2019-01-29,39.0625,39.5325,38.5275,38.67,37.266449,166348956,41587239,-0.3925,-1.0,39.2,"January 29, 19",-0.01
1048,2019-01-30,40.8125,41.5375,40.0575,41.3125,39.813034,244337120,61084280,0.5,1.23,40.81,"January 30, 19",0.0123
1047,2019-01-31,41.5275,42.25,41.14,41.61,40.099728,162958596,40739649,0.0825,0.19866,41.77,"January 31, 19",0.0019866
1046,2019-02-01,41.74,42.245,41.4825,41.63,40.119011,130447352,32611838,-0.11,-0.26354,41.79,"February 01, 19",-0.0026354
1045,2019-02-04,41.8525,42.9138,41.82,42.8125,41.258587,125982328,31495582,0.96,2.29,42.61,"February 04, 19",0.0229
1044,2019-02-05,43.215,43.77,43.0875,43.545,41.9645,144406512,36101628,0.33,0.76362,43.5,"February 05, 19",0.0076362
1043,2019-02-06,43.6625,43.8925,43.2133,43.56,41.978958,111958364,27989591,-0.1025,-0.23476,43.57,"February 06, 19",-0.0023476
1042,2019-02-07,43.1,43.485,42.585,42.735,41.183903,126966760,31741690,-0.365,-0.84687,42.91,"February 07, 19",-0.0084687
1041,2019-02-08,42.2475,42.665,42.105,42.6025,41.232296,95279864,23819966,0.355,0.84029,42.45,"February 08, 19",0.0084029
1040,2019-02-11,42.7625,42.8025,42.3125,42.3575,40.995178,83973700,20993425,-0.405,-0.94709,42.49,"February 11, 19",-0.0094709
1039,2019-02-12,42.525,42.75,42.425,42.7225,41.348438,89134092,22283523,0.1975,0.46443,42.6,"February 12, 19",0.0046443
1038,2019-02-13,42.8475,43.12,42.48,42.545,41.176643,89934932,22483733,-0.3025,-0.70599,42.74,"February 13, 19",-0.0070599
1037,2019-02-14,42.4275,42.8154,42.345,42.7,41.326656,87342988,21835747,0.2725,0.64227,42.66,"February 14, 19",0.0064227
1036,2019-02-15,42.8125,42.925,42.4375,42.605,41.234715,98507256,24626814,-0.2075,-0.48467,42.62,"February 15, 19",-0.0048467
1035,2019-02-19,42.4275,42.86,42.3725,42.7325,41.358116,75891304,18972826,0.305,0.71887,42.64,"February 19, 19",0.0071887
1034,2019-02-20,42.7975,43.33,42.7475,43.0075,41.624264,104457448,26114362,0.21,0.49068,43.07,"February 20, 19",0.0049068
1033,2019-02-21,42.95,43.0925,42.575,42.765,41.389565,68998680,17249670,-0.185,-0.43073,42.78,"February 21, 19",-0.0043073
1032,2019-02-22,42.895,43.25,42.845,43.2425,41.851711,75652616,18913154,0.3475,0.81012,43.09,"February 22, 19",0.0081012
1031,2019-02-25,43.54,43.9675,43.4875,43.5575,42.156582,87493432,21873358,0.0175,0.04019293,43.72,"February 25, 19",0.0004019293
1030,2019-02-26,43.4275,43.825,43.2933,43.5825,42.180775,68280844,17070211,0.155,0.35692,43.59,"February 26, 19",0.0035692
1029,2019-02-27,43.3025,43.75,43.1825,43.7175,42.31144,111341556,27835389,0.415,0.95837,43.52,"February 27, 19",0.0095837
1028,2019-02-28,43.58,43.7275,43.23,43.2875,41.895271,112861664,28215416,-0.2925,-0.67118,43.43,"February 28, 19",-0.0067118
1027,2019-03-01,43.57,43.7875,43.2225,43.7425,42.335632,103544668,25886167,0.1725,0.39591,43.57,"March 01, 19",0.0039591
1026,2019-03-04,43.9225,44.4375,43.4925,43.9625,42.548553,109744812,27436203,0.04,0.0910695,43.99,"March 04, 19",0.000910695
1025,2019-03-05,43.985,44.0,43.635,43.8825,42.471127,78949676,19737419,-0.1025,-0.23303,43.85,"March 05, 19",-0.0023303
1024,2019-03-06,43.6675,43.8725,43.485,43.63,42.226753,83241536,20810384,-0.0375,-0.08587622,43.69,"March 06, 19",-0.0008587622
1023,2019-03-07,43.4675,43.61,43.005,43.125,41.737984,99185496,24796374,-0.3425,-0.78795,43.26,"March 07, 19",-0.0078795
1022,2019-03-08,42.58,43.2675,42.375,43.2275,41.837189,95997432,23999358,0.6475,1.52,42.96,"March 08, 19",0.0152
1021,2019-03-11,43.8725,44.78,43.8375,44.725,43.286533,128044136,32011034,0.8525,1.94,44.55,"March 11, 19",0.0194
1020,2019-03-12,45.0,45.6675,44.8425,45.2275,43.772869,129870336,32467584,0.2275,0.50556,45.28,"March 12, 19",0.0050556
1019,2019-03-13,45.5625,45.825,45.23,45.4275,43.966434,124130096,31032524,-0.135,-0.2963,45.49,"March 13, 19",-0.002963
1018,2019-03-14,45.975,46.025,45.64,45.9325,44.455193,94318032,23579508,-0.0425,-0.09244154,45.89,"March 14, 19",-0.0009244154
1017,2019-03-15,46.2125,46.8325,45.935,46.53,45.033478,156171648,39042912,0.3175,0.68704,46.46,"March 15, 19",0.0068704
1016,2019-03-18,46.45,47.0975,46.4475,47.005,45.493195,104879328,26219832,0.555,1.19,46.92,"March 18, 19",0.0119
1015,2019-03-19,47.0875,47.2475,46.48,46.6325,45.13269,126585476,31646369,-0.455,-0.96629,46.85,"March 19, 19",-0.0096629
1014,2019-03-20,46.5575,47.3725,46.1825,47.04,45.527073,124140924,31035231,0.4825,1.04,46.84,"March 20, 19",0.0104
1013,2019-03-21,47.505,49.0825,47.4525,48.7725,47.203846,204136948,51034237,1.2675,2.67,48.58,"March 21, 19",0.0267
1012,2019-03-22,48.835,49.4225,47.695,47.7625,46.226337,169630664,42407666,-1.0725,-2.2,48.47,"March 22, 19",-0.022
1011,2019-03-25,47.8775,47.995,46.65,47.185,45.667416,175381172,43845293,-0.6925,-1.45,47.22,"March 25, 19",-0.0145
1010,2019-03-26,47.916,48.22,46.145,46.6975,45.195591,199202152,49800538,-1.2185,-2.54,47.35,"March 26, 19",-0.0254
1009,2019-03-27,47.1875,47.44,46.6375,47.1175,45.602081,119393708,29848427,-0.07,-0.14834,47.13,"March 27, 19",-0.0014834
1008,2019-03-28,47.2375,47.3898,46.8825,47.18,45.662567,83121452,20780363,-0.0575,-0.12173,47.1,"March 28, 19",-0.0012173
1007,2019-03-29,47.4575,47.52,47.135,47.4875,45.960171,94255844,23563961,0.03,0.06321446,47.38,"March 29, 19",0.0006321446
1006,2019-04-01,47.91,47.92,47.095,47.81,46.272312,111447856,27861964,-0.1,-0.20872,47.59,"April 01, 19",-0.0020872
