,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
1005,2019-04-02,47.7725,48.615,47.7625,48.505,46.944946,91062900,22765725,0.7325,1.53,48.29,"April 02, 19",0.0153
1004,2019-04-03,48.3125,49.125,48.2875,48.8375,47.266762,93087320,23271830,0.525,1.09,48.82,"April 03, 19",0.0109
1003,2019-04-04,48.6975,49.0925,48.285,48.9225,47.349026,76431900,19107975,0.225,0.46204,48.92,"April 04, 19",0.0046204
1002,2019-04-05,49.1125,49.275,48.9825,49.25,47.665997,74106576,18526644,0.1375,0.27997,49.16,"April 05, 19",0.0027997
1001,2019-04-08,49.105,50.0575,49.085,50.025,48.416073,103374712,25843678,0.92,1.87,49.76,"April 08, 19",0.0187
1000,2019-04-09,50.08,50.7125,49.8075,49.875,48.270901,143072948,35768237,-0.205,-0.40935,50.23,"April 09, 19",-0.0040935
999,2019-04-10,49.67,50.185,49.545,50.155,48.541889,86781152,21695288,0.485,0.97644,49.88,"April 10, 19",0.0097644
998,2019-04-11,50.2125,50.25,49.6108,49.7375,48.137814,83582112,20895528,-0.475,-0.94598,49.93,"April 11, 19",-0.0094598
997,2019-04-12,49.8,50.035,49.0525,49.7175,48.118454,110658672,27664668,-0.0825,-0.16566,49.59,"April 12, 19",-0.0016566
996,2019-04-15,49.645,49.9625,49.5025,49.8075,48.205559,70136984,17534246,0.1625,0.32732,49.75,"April 15, 19",0.0032732
995,2019-04-16,49.865,50.3425,49.64,49.8125,48.210403,102785540,25696385,-0.0525,-0.10528,49.98,"April 16, 19",-0.0010528
994,2019-04-17,49.885,50.845,49.6525,50.7825,49.149208,113627120,28406780,0.8975,1.8,50.46,"April 17, 19",0.018
993,2019-04-18,50.78,51.0375,50.63,50.965,49.325836,96783064,24195766,0.185,0.36432,50.87,"April 18, 19",0.0036432
992,2019-04-22,50.7075,51.235,50.585,51.1325,49.487946,77758180,19439545,0.425,0.83814,51.06,"April 22, 19",0.0083814
991,2019-04-23,51.1075,51.9375,50.975,51.87,50.201725,93291964,23322991,0.7625,1.49,51.63,"April 23, 19",0.0149
990,2019-04-24,51.84,52.12,51.7625,51.79,50.124298,70162436,17540609,-0.05,-0.09645062,51.92,"April 24, 19",-0.0009645062
989,2019-04-25,51.7075,51.94,51.28,51.32,49.669418,74172824,18543206,-0.3875,-0.74941,51.51,"April 25, 19",-0.0074941
988,2019-04-26,51.225,51.25,50.53,51.075,49.432293,74596408,18649102,-0.15,-0.29283,51.03,"April 26, 19",-0.0029283
987,2019-04-29,51.1,51.4925,50.965,51.1525,49.507313,88818864,22204716,0.0525,0.10274,51.24,"April 29, 19",0.0010274
986,2019-04-30,50.765,50.85,49.7775,50.1675,48.553993,186027504,46506876,-0.5975,-1.18,50.58,"April 30, 19",-0.0118
985,2019-05-01,52.47,53.8275,52.3075,52.63,50.93729,259309312,64827328,0.16,0.30494,53.17,"May 01, 19",0.0030494
984,2019-05-02,52.46,53.1625,52.0325,52.2875,50.605804,127985296,31996324,-0.1725,-0.32882,52.54,"May 02, 19",-0.0032882
983,2019-05-03,52.7225,52.96,52.5575,52.9375,51.234901,83569512,20892378,0.215,0.4078,52.79,"May 03, 19",0.004078
982,2019-05-06,51.0725,52.21,50.875,52.12,50.443687,129772452,32443113,1.0475,2.05,51.83,"May 06, 19",0.0205
981,2019-05-07,51.47,51.8544,50.2063,50.715,49.08387,155054792,38763698,-0.755,-1.47,50.89,"May 07, 19",-0.0147
980,2019-05-08,50.475,51.335,50.4375,50.725,49.093552,105358016,26339504,0.25,0.49529,50.93,"May 08, 19",0.0049529
979,2019-05-09,50.1,50.42,49.165,50.18,48.566082,139634428,34908607,0.08,0.15968,49.83,"May 09, 19",0.0015968
978,2019-05-10,49.3548,49.7125,48.1925,49.295,47.893272,164834848,41208712,-0.0598,-0.12116,49.01,"May 10, 19",-0.0012116
977,2019-05-13,46.9275,47.37,45.7125,46.43,45.109745,229722492,57430623,-0.4975,-1.06,46.69,"May 13, 19",-0.0106
976,2019-05-14,46.6025,47.425,46.3525,47.165,45.823849,146118708,36529677,0.5625,1.21,46.99,"May 14, 19",0.0121
975,2019-05-15,46.5675,47.9375,46.505,47.73,46.372776,106178872,26544718,1.1625,2.5,47.43,"May 15, 19",0.025
974,2019-05-16,47.4775,48.1172,47.21,47.52,46.168736,131765456,32941364,0.0425,0.08951609,47.61,"May 16, 19",0.0008951609
973,2019-05-17,46.7325,47.725,46.69,47.25,45.906433,131472860,32868215,0.5175,1.11,47.23,"May 17, 19",0.0111
972,2019-05-20,45.88,46.0873,45.071,45.7725,44.47094,154333760,38583440,-0.1075,-0.23431,45.68,"May 20, 19",-0.0023431
971,2019-05-21,46.305,47.0,46.175,46.65,45.323486,113459392,28364848,0.345,0.74506,46.69,"May 21, 19",0.0074506
970,2019-05-22,46.165,46.4275,45.6375,45.695,44.395645,118955852,29738963,-0.47,-1.02,45.93,"May 22, 19",-0.0102
969,2019-05-23,44.95,45.135,44.4525,44.915,43.637817,145718944,36429736,-0.035,-0.07786429,44.83,"May 23, 19",-0.0007786429
968,2019-05-24,45.05,45.535,44.655,44.7425,43.470222,94858744,23714686,-0.3075,-0.68257,45.03,"May 24, 19",-0.0068257
967,2019-05-28,44.73,45.1475,44.4775,44.5575,43.290485,111792640,27948160,-0.1725,-0.38565,44.72,"May 28, 19",-0.0038565
966,2019-05-29,44.105,44.8375,44.0,44.345,43.084042,113924660,28481165,0.24,0.54416,44.39,"May 29, 19",0.0054416
965,2019-05-30,44.4875,44.8075,44.1675,44.575,43.307491,83953648,20988412,0.0875,0.19668,44.49,"May 30, 19",0.0019668
964,2019-05-31,44.0575,44.4975,43.7475,43.7675,42.522961,108174336,27043584,-0.29,-0.65823,44.09,"May 31, 19",-0.0065823
963,2019-06-03,43.9,44.48,42.5675,43.325,42.093037,161584276,40396069,-0.575,-1.31,43.6,"June 03, 19",-0.0131
962,2019-06-04,43.86,44.9575,43.63,44.91,43.632965,123871844,30967961,1.05,2.39,44.53,"June 04, 19",0.0239
961,2019-06-05,46.07,46.2475,45.285,45.635,44.337345,119093708,29773427,-0.435,-0.94422,45.71,"June 05, 19",-0.0094422
960,2019-06-06,45.77,46.3675,45.5372,46.305,44.9883,90105244,22526311,0.535,1.17,46.0,"June 06, 19",0.0117
959,2019-06-07,46.6275,47.98,46.4425,47.5375,46.185749,122737572,30684393,0.91,1.95,47.45,"June 07, 19",0.0195
958,2019-06-10,47.9525,48.8425,47.905,48.145,46.775986,104883404,26220851,0.1925,0.40144,48.33,"June 10, 19",0.0040144
957,2019-06-11,48.715,49.0,48.4,48.7025,47.317623,107731528,26932882,-0.0125,-0.02565945,48.67,"June 11, 19",-0.0002565945
956,2019-06-12,48.4875,48.9925,48.3463,48.5475,47.167034,73012756,18253189,0.06,0.12374,48.65,"June 12, 19",0.0012374
955,2019-06-13,48.675,49.1975,48.4,48.5375,47.157307,86598496,21649624,-0.1375,-0.28249,48.76,"June 13, 19",-0.0028249
954,2019-06-14,47.8862,48.3966,47.575,48.185,46.814842,75045896,18761474,0.2988,0.62398,48.05,"June 14, 19",0.0062398
953,2019-06-17,48.225,48.74,48.0425,48.4725,47.094162,58676576,14669144,0.2475,0.51322,48.53,"June 17, 19",0.0051322
952,2019-06-18,49.0125,50.0725,48.8025,49.6125,48.201744,106204016,26551004,0.6,1.22,49.69,"June 18, 19",0.0122
951,2019-06-19,49.92,49.97,49.3275,49.4675,48.060867,84496940,21124235,-0.4525,-0.90645,49.57,"June 19, 19",-0.0090645
950,2019-06-20,50.0925,50.1525,49.5075,49.865,48.447079,85875952,21468988,-0.2275,-0.45416,49.83,"June 20, 19",-0.0045416
949,2019-06-21,49.7,50.2125,49.5375,49.695,48.28191,191202356,47800589,-0.005,-0.01006036,49.81,"June 21, 19",-0.0001006036
948,2019-06-24,49.635,50.04,49.5425,49.645,48.233334,72879684,18219921,0.01,0.02014707,49.79,"June 24, 19",0.0002014707
947,2019-06-25,49.6075,49.815,48.8225,48.8925,47.502228,80241336,20060334,-0.715,-1.44,49.27,"June 25, 19",-0.0144
946,2019-06-26,49.4425,50.2475,49.3375,49.95,48.529648,104270048,26067512,0.5075,1.03,50.0,"June 26, 19",0.0103
945,2019-06-27,50.0725,50.3925,49.8925,49.935,48.515083,83598868,20899717,-0.1375,-0.2746,50.04,"June 27, 19",-0.002746
944,2019-06-28,49.67,49.8738,49.2625,49.48,48.073013,124442568,31110642,-0.19,-0.38252,49.5,"June 28, 19",-0.0038252
943,2019-07-01,50.7925,51.1225,50.1625,50.3875,48.954716,109266956,27316739,-0.405,-0.79736,50.58,"July 01, 19",-0.0079736
942,2019-07-02,50.3525,50.7831,50.34,50.6825,49.241318,67740868,16935217,0.33,0.65538,50.58,"July 02, 19",0.0065538
941,2019-07-03,50.82,51.11,50.6725,51.1025,49.649372,45448180,11362045,0.2825,0.55588,50.94,"July 03, 19",0.0055588
940,2019-07-05,50.8375,51.27,50.725,51.0575,49.605656,69062072,17265518,0.22,0.43275,51.06,"July 05, 19",0.0043275
939,2019-07-08,50.2025,50.35,49.6025,50.005,48.58308,101354512,25338628,-0.1975,-0.39341,49.95,"July 08, 19",-0.0039341
938,2019-07-09,49.8,50.3775,49.7025,50.31,48.879414,82312060,20578015,0.51,1.02,50.14,"July 09, 19",0.0102
937,2019-07-10,50.4625,50.9325,50.39,50.8075,49.362762,71588552,17897138,0.345,0.68368,50.77,"July 10, 19",0.0068368
936,2019-07-11,50.8275,51.0975,50.4275,50.4375,49.003288,80766768,20191692,-0.39,-0.7673,50.76,"July 11, 19",-0.007673
935,2019-07-12,50.6125,51.0,50.55,50.825,49.379772,70380848,17595212,0.2125,0.41986,50.85,"July 12, 19",0.0041986
934,2019-07-15,51.0225,51.4675,51.0,51.3025,49.843697,67789680,16947420,0.28,0.54878,51.25,"July 15, 19",0.0054878
933,2019-07-16,51.1475,51.5275,50.875,51.125,49.671234,67467264,16866816,-0.0225,-0.04399042,51.18,"July 16, 19",-0.0004399042
932,2019-07-17,51.0125,51.2729,50.8175,50.8375,49.391911,56429800,14107450,-0.175,-0.34305,51.05,"July 17, 19",-0.0034305
931,2019-07-18,51.0,51.47,50.925,51.415,49.952988,74328644,18582161,0.415,0.81373,51.27,"July 18, 19",0.0081373
930,2019-07-19,51.4475,51.625,50.59,50.6475,49.20731,83717228,20929307,-0.8,-1.55,51.06,"July 19, 19",-0.0155
929,2019-07-22,50.9125,51.8075,50.9025,51.805,50.331905,89111460,22277865,0.8925,1.75,51.55,"July 22, 19",0.0175
928,2019-07-23,52.115,52.2275,51.8225,52.21,50.725388,73420840,18355210,0.095,0.18229,52.03,"July 23, 19",0.0018229
927,2019-07-24,51.9175,52.2875,51.7925,52.1675,50.684093,59966268,14991567,0.25,0.48153,52.06,"July 24, 19",0.0048153
926,2019-07-25,52.2225,52.31,51.6825,51.755,50.283325,55638248,13909562,-0.4675,-0.89521,51.94,"July 25, 19",-0.0089521
925,2019-07-26,51.87,52.4325,51.785,51.935,50.458214,69815496,17453874,0.065,0.12531,52.05,"July 26, 19",0.0012531
924,2019-07-29,52.115,52.66,52.11,52.42,50.92942,86693556,21673389,0.305,0.58524,52.46,"July 29, 19",0.0058524
923,2019-07-30,52.19,52.54,51.8275,52.195,50.710815,135742872,33935718,0.005,0.00958038,52.51,"July 30, 19",9.58038e-05
922,2019-07-31,54.105,55.3425,52.825,53.26,51.745529,277125444,69281361,-0.845,-1.56,54.29,"July 31, 19",-0.0156
921,2019-08-01,53.475,54.5075,51.6859,52.1075,50.625801,216071648,54017912,-1.3675,-2.56,53.05,"August 01, 19",-0.0256
920,2019-08-02,51.3825,51.6075,50.4075,51.005,49.554649,163448488,40862122,-0.3775,-0.73469,50.98,"August 02, 19",-0.0073469
919,2019-08-05,49.4975,49.6623,48.145,48.335,46.960571,209571876,52392969,-1.1625,-2.35,48.66,"August 05, 19",-0.0235
918,2019-08-06,49.0775,49.5168,48.51,49.25,47.849556,143299148,35824787,0.1725,0.35148,49.07,"August 06, 19",0.0035148
917,2019-08-07,48.8525,49.89,48.455,49.76,48.345051,133457600,33364400,0.9075,1.86,49.29,"August 07, 19",0.0186
916,2019-08-08,50.05,50.8825,49.8475,50.8575,49.411346,108038092,27009523,0.8075,1.61,50.48,"August 08, 19",0.0161
915,2019-08-09,50.325,50.69,49.8225,50.2475,49.004173,98478984,24619746,-0.0775,-0.154,50.3,"August 09, 19",-0.00154
914,2019-08-12,49.905,50.5129,49.7875,50.12,48.879826,89927556,22481889,0.215,0.43082,50.2,"August 12, 19",0.0043082
913,2019-08-13,50.255,53.035,50.2075,52.2425,50.949818,190159144,47539786,1.9875,3.95,52.16,"August 13, 19",0.0395
912,2019-08-14,50.79,51.61,50.6467,50.6875,49.433292,146189772,36547443,-0.1025,-0.20181,50.98,"August 14, 19",-0.0020181
911,2019-08-15,50.865,51.285,49.9175,50.435,49.187035,111533452,27883363,-0.43,-0.84538,50.52,"August 15, 19",-0.0084538
910,2019-08-16,51.07,51.79,50.96,51.625,50.347591,115254496,28813624,0.555,1.09,51.48,"August 16, 19",0.0109
909,2019-08-19,52.655,53.1827,52.5063,52.5875,51.286278,97727660,24431915,-0.0675,-0.12819,52.86,"August 19, 19",-0.0012819
908,2019-08-20,52.72,53.3375,52.58,52.59,51.288719,107678116,26919529,-0.13,-0.24659,52.87,"August 20, 19",-0.0024659
907,2019-08-21,53.2475,53.4125,52.9008,53.16,51.844612,86258988,21564747,-0.0875,-0.16433,53.22,"August 21, 19",-0.0016433
906,2019-08-22,53.2975,53.6088,52.6875,53.115,51.800728,89071276,22267819,-0.1825,-0.34242,53.16,"August 22, 19",-0.0034242
905,2019-08-23,52.3575,53.0128,50.25,50.66,49.406471,187479372,46869843,-1.6975,-3.24,51.29,"August 23, 19",-0.0324
904,2019-08-26,51.465,51.7975,51.2643,51.6225,50.34515,104264520,26066130,0.1575,0.30603,51.54,"August 26, 19",0.0030603
903,2019-08-27,51.965,52.1375,50.8825,51.04,49.777065,103589376,25897344,-0.925,-1.78,51.29,"August 27, 19",-0.0178
902,2019-08-28,51.025,51.43,50.83,51.3825,50.111092,63566528,15891632,0.3575,0.70064,51.23,"August 28, 19",0.0070064
901,2019-08-29,52.125,52.33,51.6638,52.2525,50.959568,84030608,21007652,0.1275,0.2446,52.13,"August 29, 19",0.002446
900,2019-08-30,52.54,52.6125,51.8,52.185,50.893742,84434244,21108561,-0.355,-0.67568,52.11,"August 30, 19",-0.0067568
899,2019-09-03,51.6075,51.745,51.055,51.425,50.152538,80238296,20059574,-0.1825,-0.35363,51.36,"September 03, 19",-0.0035363
898,2019-09-04,52.0975,52.37,51.83,52.2975,51.003456,76867280,19216820,0.2,0.3839,52.15,"September 04, 19",0.003839
897,2019-09-05,53.0,53.4925,52.8775,53.32,52.000656,95787936,23946984,0.32,0.60377,53.22,"September 05, 19",0.0060377
896,2019-09-06,53.5125,53.605,53.1275,53.315,51.99577,77449176,19362294,-0.1975,-0.36907,53.34,"September 06, 19",-0.0036907
895,2019-09-09,53.71,54.11,52.7675,53.5425,52.217636,109237604,27309401,-0.1675,-0.31186,53.73,"September 09, 19",-0.0031186
894,2019-09-10,53.465,54.195,52.9275,54.175,52.834496,127111724,31777931,0.71,1.33,53.61,"September 10, 19",0.0133
893,2019-09-11,54.5175,55.9275,54.4325,55.8975,54.514366,177158584,44289646,1.38,2.53,55.37,"September 11, 19",0.0253
892,2019-09-12,56.2,56.605,55.715,55.7713,54.392467,128906676,32226669,-0.4287,-0.76281,56.15,"September 12, 19",-0.0076281
891,2019-09-13,55.0,55.1975,54.255,54.6875,53.33432,159053184,39763296,-0.3125,-0.56818,54.73,"September 13, 19",-0.0056818
890,2019-09-16,54.4325,55.0325,54.39,54.975,53.6147,84632564,21158141,0.5425,0.99665,54.84,"September 16, 19",0.0099665
889,2019-09-17,54.99,55.205,54.78,55.175,53.809753,73545872,18386468,0.185,0.33642,55.02,"September 17, 19",0.0033642
888,2019-09-18,55.265,55.7125,54.86,55.6925,54.314442,102572372,25643093,0.4275,0.77355,55.41,"September 18, 19",0.0077355
887,2019-09-19,55.5025,55.94,55.0925,55.24,53.87315,88751504,22187876,-0.2625,-0.47295,55.48,"September 19, 19",-0.0047295
886,2019-09-20,55.345,55.64,54.3683,54.4325,53.085625,231510776,57877694,-0.9125,-1.65,54.79,"September 20, 19",-0.0165
885,2019-09-23,54.7375,54.96,54.4125,54.68,53.327,77678592,19419648,-0.0575,-0.10505,54.71,"September 23, 19",-0.0010505
884,2019-09-24,55.2575,55.6225,54.2975,54.42,53.073429,125737468,31434367,-0.8375,-1.52,54.82,"September 24, 19",-0.0152
883,2019-09-25,54.6375,55.375,54.2851,55.2575,53.890213,89924024,22481006,0.62,1.13,54.99,"September 25, 19",0.0113
882,2019-09-26,55.0,55.235,54.7075,54.9725,53.612267,76353248,19088312,-0.0275,-0.05,54.97,"September 26, 19",-0.0005
881,2019-09-27,55.135,55.24,54.3204,54.705,53.351387,101445140,25361285,-0.43,-0.7799,54.76,"September 27, 19",-0.007799
880,2019-09-30,55.225,56.145,55.1975,55.9925,54.607021,105274332,26318583,0.7675,1.39,55.79,"September 30, 19",0.0139
879,2019-10-01,56.2675,57.055,56.05,56.1475,54.758194,144748652,36187163,-0.12,-0.21327,56.48,"October 01, 19",-0.0021327
878,2019-10-02,55.765,55.895,54.4825,54.74,53.385517,143069028,35767257,-1.025,-1.84,54.95,"October 02, 19",-0.0184
877,2019-10-03,54.6075,55.24,53.783,55.205,53.839012,121410744,30352686,0.5975,1.09,54.73,"October 03, 19",0.0109
876,2019-10-04,56.41,56.8725,55.9725,56.7525,55.348217,138562212,34640553,0.3425,0.60716,56.47,"October 04, 19",0.0060716
875,2019-10-07,56.5675,57.4825,56.46,56.765,55.360405,123557076,30889269,0.1975,0.34914,57.02,"October 07, 19",0.0034914
874,2019-10-08,56.455,57.015,56.0825,56.1,54.711861,117130800,29282700,-0.355,-0.62882,56.48,"October 08, 19",-0.0062882
873,2019-10-09,56.7575,56.9475,56.41,56.7575,55.353092,76117696,19029424,0.0,0.0,56.69,"October 09, 19",0.0
872,2019-10-10,56.9825,57.61,56.825,57.5225,56.099163,115851936,28962984,0.54,0.94766,57.41,"October 10, 19",0.0094766
871,2019-10-11,58.2375,59.41,58.0769,59.0525,57.591305,167957480,41989370,0.815,1.4,58.79,"October 11, 19",0.014
870,2019-10-14,58.725,59.5336,58.6675,58.9675,57.508408,97653936,24413484,0.2425,0.41294,59.17,"October 14, 19",0.0041294
869,2019-10-15,59.0975,59.4125,58.72,58.83,57.374302,92161932,23040483,-0.2675,-0.45264,59.01,"October 15, 19",-0.0045264
868,2019-10-16,58.3425,58.81,58.3,58.5925,57.142693,77146776,19286694,0.25,0.4285,58.55,"October 16, 19",0.004285
867,2019-10-17,58.7725,59.0375,58.38,58.82,57.364555,69091588,17272897,0.0475,0.08082011,58.73,"October 17, 19",0.0008082011
866,2019-10-18,58.6475,59.395,58.5725,59.1025,57.640072,97508664,24377166,0.455,0.77582,58.96,"October 18, 19",0.0077582
865,2019-10-21,59.38,60.2475,59.33,60.1275,58.639698,89469932,22367483,0.7475,1.26,60.01,"October 21, 19",0.0126
864,2019-10-22,60.29,60.55,59.9055,59.99,58.505611,90736004,22684001,-0.3,-0.49759,60.25,"October 22, 19",-0.0049759
863,2019-10-23,60.525,60.81,60.305,60.795,59.290691,79730180,19932545,0.27,0.4461,60.62,"October 23, 19",0.004461
862,2019-10-24,61.1275,61.2,60.4513,60.895,59.388214,71665020,17916255,-0.2325,-0.38035,60.76,"October 24, 19",-0.0038035
861,2019-10-25,60.79,61.6825,60.72,61.645,60.119652,73477184,18369296,0.855,1.41,61.31,"October 25, 19",0.0141
860,2019-10-28,61.855,62.3125,61.68,62.2625,60.72187,96572964,24143241,0.4075,0.6588,62.09,"October 28, 19",0.006588
859,2019-10-29,62.2425,62.4375,60.6425,60.8225,59.317509,142806828,35701707,-1.42,-2.28,61.2,"October 29, 19",-0.0228
858,2019-10-30,61.19,61.325,60.3025,60.815,59.3102,124339688,31084922,-0.375,-0.61285,60.89,"October 30, 19",-0.0061285
857,2019-10-31,61.81,62.2925,59.315,62.19,60.651169,139162080,34790520,0.38,0.61479,61.96,"October 31, 19",0.0061479
856,2019-11-01,62.385,63.9825,62.29,63.955,62.372498,151125336,37781334,1.57,2.52,63.31,"November 01, 19",0.0252
855,2019-11-04,64.3325,64.4613,63.845,64.375,62.782116,103271808,25817952,0.0425,0.06606303,64.23,"November 04, 19",0.0006606303
854,2019-11-05,64.2625,64.5475,64.08,64.2825,62.691887,79897708,19974427,0.02,0.03112235,64.36,"November 05, 19",0.0003112235
853,2019-11-06,64.1925,64.3725,63.8413,64.31,62.718716,75864496,18966124,0.1175,0.18304,64.16,"November 06, 19",0.0018304
852,2019-11-07,64.685,65.0875,64.5275,64.8575,63.442566,94940332,23735083,0.1725,0.26668,64.82,"November 07, 19",0.0026668
851,2019-11-08,64.6725,65.11,64.2125,65.035,63.616211,70066380,17516595,0.3625,0.56052,64.74,"November 08, 19",0.0056052
850,2019-11-11,64.575,65.6175,64.57,65.55,64.119972,82029836,20507459,0.975,1.51,65.21,"November 11, 19",0.0151
849,2019-11-12,65.3875,65.6975,65.23,65.49,64.061272,87388904,21847226,0.1025,0.15676,65.48,"November 12, 19",0.0015676
848,2019-11-13,65.2825,66.195,65.2675,66.1175,64.675079,103259372,25814843,0.835,1.28,65.9,"November 13, 19",0.0128
847,2019-11-14,65.9375,66.22,65.525,65.66,64.22757,89582224,22395556,-0.2775,-0.42085,65.82,"November 14, 19",-0.0042085
846,2019-11-15,65.92,66.445,65.7525,66.44,64.990547,100374664,25093666,0.52,0.78883,66.15,"November 15, 19",0.0078883
845,2019-11-18,66.45,66.8575,66.0575,66.775,65.31823,86803588,21700897,0.325,0.48909,66.55,"November 18, 19",0.0048909
844,2019-11-19,66.975,67.0,66.3482,66.5725,65.12014,76278388,19069597,-0.4025,-0.60097,66.63,"November 19, 19",-0.0060097
843,2019-11-20,66.385,66.5208,65.1,65.7975,64.362061,106373676,26593419,-0.5875,-0.88499,65.81,"November 20, 19",-0.0088499
842,2019-11-21,65.9225,66.0013,65.295,65.5025,64.073509,119995112,29998778,-0.42,-0.63711,65.57,"November 21, 19",-0.0063711
841,2019-11-22,65.6475,65.795,65.21,65.445,64.01725,65325052,16331263,-0.2025,-0.30847,65.48,"November 22, 19",-0.0030847
840,2019-11-25,65.6775,66.61,65.63,66.5925,65.139732,84118068,21029517,0.915,1.39,66.35,"November 25, 19",0.0139
839,2019-11-26,66.735,66.79,65.625,66.0725,64.63105,105339528,26334882,-0.6625,-0.99273,66.33,"November 26, 19",-0.0099273
838,2019-11-27,66.395,66.995,66.3275,66.96,65.499199,65544488,16386122,0.565,0.85097,66.66,"November 27, 19",0.0085097
837,2019-11-29,66.65,67.0,66.475,66.8125,65.354935,46617452,11654363,0.1625,0.24381,66.83,"November 29, 19",0.0024381
836,2019-12-02,66.8175,67.0625,65.8625,66.04,64.599289,94549800,23637450,-0.7775,-1.16,66.27,"December 02, 19",-0.0116
835,2019-12-03,64.5775,64.8825,64.0725,64.8625,63.44746,117509072,29377268,0.285,0.44133,64.52,"December 03, 19",0.0044133
834,2019-12-04,65.2675,65.8275,65.17,65.435,64.007469,67241552,16810388,0.1675,0.25664,65.51,"December 04, 19",0.0025664
833,2019-12-05,65.9475,66.4725,65.6825,66.395,64.946533,74645372,18661343,0.4475,0.67857,66.15,"December 05, 19",0.0067857
832,2019-12-06,66.87,67.75,66.825,67.6775,66.201042,106189972,26547493,0.8075,1.21,67.47,"December 06, 19",0.0121
831,2019-12-09,67.5,67.7,66.2275,66.73,65.274223,128730580,32182645,-0.77,-1.14,66.81,"December 09, 19",-0.0114
830,2019-12-10,67.15,67.5175,66.465,67.12,65.655716,90529532,22632383,-0.03,-0.0446761,67.17,"December 10, 19",-0.000446761
829,2019-12-11,67.2025,67.775,67.125,67.6925,66.215714,78893564,19723391,0.49,0.72914,67.56,"December 11, 19",0.0072914
828,2019-12-12,66.945,68.14,66.8303,67.865,66.38446,137748168,34437042,0.92,1.37,67.55,"December 12, 19",0.0137
827,2019-12-13,67.865,68.825,67.7325,68.7875,67.286819,133731224,33432806,0.9225,1.36,68.48,"December 13, 19",0.0136
826,2019-12-16,69.25,70.1975,69.245,69.965,68.438652,128318920,32079730,0.715,1.03,69.92,"December 16, 19",0.0103
825,2019-12-17,69.8925,70.4425,69.7,70.1025,68.573135,113645192,28411298,0.21,0.30046,70.15,"December 17, 19",0.0030046
824,2019-12-18,69.95,70.475,69.78,69.935,68.409294,116093948,29023487,-0.015,-0.02144389,70.07,"December 18, 19",-0.0002144389
823,2019-12-19,69.875,70.295,69.7375,70.005,68.477768,98507788,24626947,0.13,0.18605,69.97,"December 19, 19",0.0018605
822,2019-12-20,70.5575,70.6625,69.64,69.86,68.335938,276130972,69032743,-0.6975,-0.98856,70.04,"December 20, 19",-0.0098856
821,2019-12-23,70.1325,71.0625,70.0934,71.0,69.45108,98265932,24566483,0.8675,1.24,70.8,"December 23, 19",0.0124
820,2019-12-24,71.1725,71.2225,70.7299,71.0675,69.51709,48478856,12119714,-0.105,-0.14753,71.02,"December 24, 19",-0.0014753
819,2019-12-26,71.205,72.495,71.175,72.4775,70.896347,93336016,23334004,1.2725,1.79,72.04,"December 26, 19",0.0179
818,2019-12-27,72.78,73.4925,72.03,72.45,70.869423,146371744,36592936,-0.33,-0.45342,72.69,"December 27, 19",-0.0045342
817,2019-12-30,72.365,73.1725,71.305,72.88,71.290054,144238456,36059614,0.515,0.71167,72.48,"December 30, 19",0.0071167
816,2019-12-31,72.4825,73.42,72.38,73.4125,71.810936,100990500,25247625,0.93,1.28,73.1,"December 31, 19",0.0128
815,2020-01-02,74.06,75.15,73.7975,75.0875,73.449387,135647456,33911864,1.0275,1.39,74.61,"January 02, 20",0.0139
814,2020-01-03,74.2875,75.145,74.125,74.3575,72.735329,146535512,36633878,0.07,0.0942285,74.7,"January 03, 20",0.000942285
813,2020-01-06,73.4475,74.99,73.1875,74.95,73.31488,118518576,29629644,1.5025,2.05,74.45,"January 06, 20",0.0205
812,2020-01-07,74.96,75.225,74.37,74.5975,72.970085,111510620,27877655,-0.3625,-0.48359,74.73,"January 07, 20",-0.0048359
811,2020-01-08,74.29,76.11,74.289,75.7975,74.143906,132363784,33090946,1.5075,2.03,75.29,"January 08, 20",0.0203
810,2020-01-09,76.8088,77.6075,76.55,77.4075,75.718773,170486168,42621542,0.5987,0.77947,77.16,"January 09, 20",0.0077947
809,2020-01-10,77.65,78.1675,77.0625,77.5825,75.889946,140869088,35217272,-0.0675,-0.08692853,77.67,"January 10, 20",-0.0008692853
808,2020-01-13,77.91,79.2675,77.7875,79.24,77.511284,122086888,30521722,1.33,1.71,78.42,"January 13, 20",0.0171
807,2020-01-14,79.175,79.3925,78.0425,78.17,76.464638,162613828,40653457,-1.005,-1.27,78.69,"January 14, 20",-0.0127
806,2020-01-15,77.9625,78.875,77.3875,77.835,76.136948,121923528,30480882,-0.1275,-0.16354,78.25,"January 15, 20",-0.0016354
805,2020-01-16,78.3975,78.925,78.0225,78.81,77.090675,107069016,26767254,0.4125,0.52616,78.54,"January 16, 20",0.0052616
804,2020-01-17,79.0675,79.685,78.75,79.6825,77.94416,137816468,34454117,0.615,0.77782,79.24,"January 17, 20",0.0077782
803,2020-01-21,79.2975,79.755,79.0,79.1425,77.415932,110643256,27660814,-0.155,-0.19547,79.34,"January 21, 20",-0.0019547
802,2020-01-22,79.645,79.9975,79.3275,79.425,77.692268,101832460,25458115,-0.22,-0.27623,79.62,"January 22, 20",-0.0027623
